"Town","FIPS","Year","Measure Type","Variable","Value"
"Andover","0901301080","1996","Number","Estimated Population",2782
"Andover","0901301080","1996","Percent","Estimated Population",0.08
"Andover","0901301080","1997","Number","Estimated Population",2740
"Andover","0901301080","1997","Percent","Estimated Population",0.08
"Andover","0901301080","1998","Number","Estimated Population",2850
"Andover","0901301080","1998","Percent","Estimated Population",0.09
"Andover","0901301080","1999","Number","Estimated Population",2912
"Andover","0901301080","1999","Percent","Estimated Population",0.09
"Andover","0901301080","2000","Number","Estimated Population",3044
"Andover","0901301080","2000","Percent","Estimated Population",0.09
"Andover","0901301080","2001","Number","Estimated Population",3179
"Andover","0901301080","2001","Percent","Estimated Population",0.09
"Andover","0901301080","2002","Number","Estimated Population",3115
"Andover","0901301080","2002","Percent","Estimated Population",0.09
"Andover","0901301080","2003","Number","Estimated Population",3165
"Andover","0901301080","2003","Percent","Estimated Population",0.09
"Andover","0901301080","2004","Number","Estimated Population",3177
"Andover","0901301080","2004","Percent","Estimated Population",0.09
"Andover","0901301080","2005","Number","Estimated Population",3209
"Andover","0901301080","2005","Percent","Estimated Population",0.09
"Andover","0901301080","2006","Number","Estimated Population",3211
"Andover","0901301080","2006","Percent","Estimated Population",0.09
"Andover","0901301080","2007","Number","Estimated Population",3181
"Andover","0901301080","2007","Percent","Estimated Population",0.09
"Andover","0901301080","2008","Number","Estimated Population",3183
"Andover","0901301080","2008","Percent","Estimated Population",0.09
"Andover","0901301080","2009","Number","Estimated Population",3210
"Andover","0901301080","2009","Percent","Estimated Population",0.09
"Andover","0901301080","2010","Number","Estimated Population",3305
"Andover","0901301080","2010","Percent","Estimated Population",0.09
"Andover","0901301080","2011","Number","Estimated Population",3298
"Andover","0901301080","2011","Percent","Estimated Population",0.09
"Andover","0901301080","2012","Number","Estimated Population",3272
"Andover","0901301080","2012","Percent","Estimated Population",0.09
"Andover","0901301080","2013","Number","Estimated Population",3273
"Andover","0901301080","2013","Percent","Estimated Population",0.09
"Andover","0901301080","2014","Number","Estimated Population",3272
"Andover","0901301080","2014","Percent","Estimated Population",0.09
"Andover","0901301080","2015","Number","Estimated Population",3262
"Andover","0901301080","2015","Percent","Estimated Population",0.09
"Andover","0901301080","2016","Number","Estimated Population",3252
"Andover","0901301080","2016","Percent","Estimated Population",0.09
"Andover","0901301080","2017","Number","Estimated Population",3248
"Andover","0901301080","2017","Percent","Estimated Population",0.09
"Ansonia","0900901220","1996","Number","Estimated Population",17645
"Ansonia","0900901220","1996","Percent","Estimated Population",0.54
"Ansonia","0900901220","1997","Number","Estimated Population",17807
"Ansonia","0900901220","1997","Percent","Estimated Population",0.54
"Ansonia","0900901220","1998","Number","Estimated Population",17716
"Ansonia","0900901220","1998","Percent","Estimated Population",0.54
"Ansonia","0900901220","1999","Number","Estimated Population",17656
"Ansonia","0900901220","1999","Percent","Estimated Population",0.54
"Ansonia","0900901220","2000","Number","Estimated Population",18572
"Ansonia","0900901220","2000","Percent","Estimated Population",0.54
"Ansonia","0900901220","2001","Number","Estimated Population",18950
"Ansonia","0900901220","2001","Percent","Estimated Population",0.55
"Ansonia","0900901220","2002","Number","Estimated Population",18739
"Ansonia","0900901220","2002","Percent","Estimated Population",0.54
"Ansonia","0900901220","2003","Number","Estimated Population",18818
"Ansonia","0900901220","2003","Percent","Estimated Population",0.54
"Ansonia","0900901220","2004","Number","Estimated Population",18881
"Ansonia","0900901220","2004","Percent","Estimated Population",0.54
"Ansonia","0900901220","2005","Number","Estimated Population",18744
"Ansonia","0900901220","2005","Percent","Estimated Population",0.53
"Ansonia","0900901220","2006","Number","Estimated Population",18650
"Ansonia","0900901220","2006","Percent","Estimated Population",0.53
"Ansonia","0900901220","2007","Number","Estimated Population",18550
"Ansonia","0900901220","2007","Percent","Estimated Population",0.53
"Ansonia","0900901220","2008","Number","Estimated Population",18503
"Ansonia","0900901220","2008","Percent","Estimated Population",0.53
"Ansonia","0900901220","2009","Number","Estimated Population",18514
"Ansonia","0900901220","2009","Percent","Estimated Population",0.53
"Ansonia","0900901220","2010","Number","Estimated Population",19283
"Ansonia","0900901220","2010","Percent","Estimated Population",0.54
"Ansonia","0900901220","2011","Number","Estimated Population",19219
"Ansonia","0900901220","2011","Percent","Estimated Population",0.54
"Ansonia","0900901220","2012","Number","Estimated Population",19158
"Ansonia","0900901220","2012","Percent","Estimated Population",0.53
"Ansonia","0900901220","2013","Number","Estimated Population",19020
"Ansonia","0900901220","2013","Percent","Estimated Population",0.53
"Ansonia","0900901220","2014","Number","Estimated Population",18959
"Ansonia","0900901220","2014","Percent","Estimated Population",0.53
"Ansonia","0900901220","2015","Number","Estimated Population",18854
"Ansonia","0900901220","2015","Percent","Estimated Population",0.53
"Ansonia","0900901220","2016","Number","Estimated Population",18732
"Ansonia","0900901220","2016","Percent","Estimated Population",0.52
"Ansonia","0900901220","2017","Number","Estimated Population",18813
"Ansonia","0900901220","2017","Percent","Estimated Population",0.52
"Ashford","0901501430","1996","Number","Estimated Population",4041
"Ashford","0901501430","1996","Percent","Estimated Population",0.12
"Ashford","0901501430","1997","Number","Estimated Population",3921
"Ashford","0901501430","1997","Percent","Estimated Population",0.12
"Ashford","0901501430","1998","Number","Estimated Population",3941
"Ashford","0901501430","1998","Percent","Estimated Population",0.12
"Ashford","0901501430","1999","Number","Estimated Population",3978
"Ashford","0901501430","1999","Percent","Estimated Population",0.12
"Ashford","0901501430","2000","Number","Estimated Population",4107
"Ashford","0901501430","2000","Percent","Estimated Population",0.12
"Ashford","0901501430","2001","Number","Estimated Population",4332
"Ashford","0901501430","2001","Percent","Estimated Population",0.13
"Ashford","0901501430","2002","Number","Estimated Population",4223
"Ashford","0901501430","2002","Percent","Estimated Population",0.12
"Ashford","0901501430","2003","Number","Estimated Population",4294
"Ashford","0901501430","2003","Percent","Estimated Population",0.12
"Ashford","0901501430","2004","Number","Estimated Population",4349
"Ashford","0901501430","2004","Percent","Estimated Population",0.12
"Ashford","0901501430","2005","Number","Estimated Population",4416
"Ashford","0901501430","2005","Percent","Estimated Population",0.13
"Ashford","0901501430","2006","Number","Estimated Population",4444
"Ashford","0901501430","2006","Percent","Estimated Population",0.13
"Ashford","0901501430","2007","Number","Estimated Population",4453
"Ashford","0901501430","2007","Percent","Estimated Population",0.13
"Ashford","0901501430","2008","Number","Estimated Population",4467
"Ashford","0901501430","2008","Percent","Estimated Population",0.13
"Ashford","0901501430","2009","Number","Estimated Population",4470
"Ashford","0901501430","2009","Percent","Estimated Population",0.13
"Ashford","0901501430","2010","Number","Estimated Population",4319
"Ashford","0901501430","2010","Percent","Estimated Population",0.12
"Ashford","0901501430","2011","Number","Estimated Population",4307
"Ashford","0901501430","2011","Percent","Estimated Population",0.12
"Ashford","0901501430","2012","Number","Estimated Population",4284
"Ashford","0901501430","2012","Percent","Estimated Population",0.12
"Ashford","0901501430","2013","Number","Estimated Population",4281
"Ashford","0901501430","2013","Percent","Estimated Population",0.12
"Ashford","0901501430","2014","Number","Estimated Population",4259
"Ashford","0901501430","2014","Percent","Estimated Population",0.12
"Ashford","0901501430","2015","Number","Estimated Population",4251
"Ashford","0901501430","2015","Percent","Estimated Population",0.12
"Ashford","0901501430","2016","Number","Estimated Population",4236
"Ashford","0901501430","2016","Percent","Estimated Population",0.12
"Ashford","0901501430","2017","Number","Estimated Population",4244
"Ashford","0901501430","2017","Percent","Estimated Population",0.12
"Avon","0900302060","1996","Number","Estimated Population",14265
"Avon","0900302060","1996","Percent","Estimated Population",0.44
"Avon","0900302060","1997","Number","Estimated Population",13725
"Avon","0900302060","1997","Percent","Estimated Population",0.42
"Avon","0900302060","1998","Number","Estimated Population",14093
"Avon","0900302060","1998","Percent","Estimated Population",0.43
"Avon","0900302060","1999","Number","Estimated Population",14354
"Avon","0900302060","1999","Percent","Estimated Population",0.44
"Avon","0900302060","2000","Number","Estimated Population",15839
"Avon","0900302060","2000","Percent","Estimated Population",0.46
"Avon","0900302060","2001","Number","Estimated Population",16323
"Avon","0900302060","2001","Percent","Estimated Population",0.48
"Avon","0900302060","2002","Number","Estimated Population",16346
"Avon","0900302060","2002","Percent","Estimated Population",0.47
"Avon","0900302060","2003","Number","Estimated Population",16709
"Avon","0900302060","2003","Percent","Estimated Population",0.48
"Avon","0900302060","2004","Number","Estimated Population",16992
"Avon","0900302060","2004","Percent","Estimated Population",0.48
"Avon","0900302060","2005","Number","Estimated Population",17209
"Avon","0900302060","2005","Percent","Estimated Population",0.49
"Avon","0900302060","2006","Number","Estimated Population",17342
"Avon","0900302060","2006","Percent","Estimated Population",0.49
"Avon","0900302060","2007","Number","Estimated Population",17333
"Avon","0900302060","2007","Percent","Estimated Population",0.49
"Avon","0900302060","2008","Number","Estimated Population",17328
"Avon","0900302060","2008","Percent","Estimated Population",0.49
"Avon","0900302060","2009","Number","Estimated Population",17357
"Avon","0900302060","2009","Percent","Estimated Population",0.49
"Avon","0900302060","2010","Number","Estimated Population",18145
"Avon","0900302060","2010","Percent","Estimated Population",0.51
"Avon","0900302060","2011","Number","Estimated Population",18113
"Avon","0900302060","2011","Percent","Estimated Population",0.51
"Avon","0900302060","2012","Number","Estimated Population",18283
"Avon","0900302060","2012","Percent","Estimated Population",0.51
"Avon","0900302060","2013","Number","Estimated Population",18386
"Avon","0900302060","2013","Percent","Estimated Population",0.51
"Avon","0900302060","2014","Number","Estimated Population",18421
"Avon","0900302060","2014","Percent","Estimated Population",0.51
"Avon","0900302060","2015","Number","Estimated Population",18414
"Avon","0900302060","2015","Percent","Estimated Population",0.51
"Avon","0900302060","2016","Number","Estimated Population",18364
"Avon","0900302060","2016","Percent","Estimated Population",0.51
"Avon","0900302060","2017","Number","Estimated Population",18352
"Avon","0900302060","2017","Percent","Estimated Population",0.51
"Barkhamsted","0900502760","1996","Number","Estimated Population",3524
"Barkhamsted","0900502760","1996","Percent","Estimated Population",0.11
"Barkhamsted","0900502760","1997","Number","Estimated Population",3512
"Barkhamsted","0900502760","1997","Percent","Estimated Population",0.11
"Barkhamsted","0900502760","1998","Number","Estimated Population",3542
"Barkhamsted","0900502760","1998","Percent","Estimated Population",0.11
"Barkhamsted","0900502760","1999","Number","Estimated Population",3567
"Barkhamsted","0900502760","1999","Percent","Estimated Population",0.11
"Barkhamsted","0900502760","2000","Number","Estimated Population",3499
"Barkhamsted","0900502760","2000","Percent","Estimated Population",0.1
"Barkhamsted","0900502760","2001","Number","Estimated Population",3585
"Barkhamsted","0900502760","2001","Percent","Estimated Population",0.1
"Barkhamsted","0900502760","2002","Number","Estimated Population",3610
"Barkhamsted","0900502760","2002","Percent","Estimated Population",0.1
"Barkhamsted","0900502760","2003","Number","Estimated Population",3656
"Barkhamsted","0900502760","2003","Percent","Estimated Population",0.1
"Barkhamsted","0900502760","2004","Number","Estimated Population",3687
"Barkhamsted","0900502760","2004","Percent","Estimated Population",0.11
"Barkhamsted","0900502760","2005","Number","Estimated Population",3711
"Barkhamsted","0900502760","2005","Percent","Estimated Population",0.11
"Barkhamsted","0900502760","2006","Number","Estimated Population",3708
"Barkhamsted","0900502760","2006","Percent","Estimated Population",0.11
"Barkhamsted","0900502760","2007","Number","Estimated Population",3665
"Barkhamsted","0900502760","2007","Percent","Estimated Population",0.1
"Barkhamsted","0900502760","2008","Number","Estimated Population",3662
"Barkhamsted","0900502760","2008","Percent","Estimated Population",0.1
"Barkhamsted","0900502760","2009","Number","Estimated Population",3692
"Barkhamsted","0900502760","2009","Percent","Estimated Population",0.1
"Barkhamsted","0900502760","2010","Number","Estimated Population",3807
